id,name,genres,type,episodes,status,aired_from,aired_to,duration_per_ep,score,scored_by,rank,rating,studios,producers,image,trailer,synopsis
37208,The Master of Diabolism,"Action, Adventure, Drama, Fantasy, Mystery",ONA,15.0,Finished Airing,2018-07-09T00:00:00+00:00,2018-10-06T00:00:00+00:00,25 min per ep,8.46,85236.0,162.0,R - 17+ (violence & profanity),B.CMAY PICTURES,"Aniplex, Tencent Video",https://cdn.myanimelist.net/images/anime/1253/93893l.jpg,https://www.youtube.com/watch?v=1OQuhyIL6Fo,"Xian: the state of immortality that all cultivators strive to achieve. However, there is a dark energy that lies underneath—the forbidden Mo Dao, or demonic path. Through an unfortunate series of tragedies, this is the path that cultivator Wei Wuxian experiments with during his teachings. His rise in power is accompanied by chaos and destruction, but his reign of terror comes to an abrupt end when the cultivation clans overpower him and he is killed by his closest ally.

Thirteen years later, Wei Wuxian is reincarnated in the body of a lunatic and reunited with Lan Wangji, a former classmate of his. This marks the beginning of a supernatural mystery that plagues the clans and threatens to disrupt their everyday life.

Mo Dao Zu Shi follows these two men on their mission to unravel the mysteries of the spiritual world. Fighting demons, ghosts, and even other cultivators, the two end up forming a bond that neither of them had ever expected."
6114,Rainbow,"Drama, Suspense",TV,26.0,Finished Airing,2010-04-07T00:00:00+00:00,2010-09-29T00:00:00+00:00,22 min per ep,8.46,163421.0,165.0,R - 17+ (violence & profanity),Madhouse,"VAP, Nippon Television Network",https://cdn.myanimelist.net/images/anime/9/72697l.jpg,,"Japan, 1955: Mario Minakami has just arrived at Shounan Special Reform School along with five other teenagers who have been arrested on serious criminal charges. All assigned to the same cell, they meet older inmate Rokurouta Sakuragi—a former boxer—with whom they establish a close bond. Under his guidance, and with the promise that they will meet again on the outside after serving their sentences, the delinquents begin to view their hopeless situation in a better light.

The seven cellmates struggle together against the brutal suffering and humiliation inflicted upon them by Ishihara, a sadistic guard with a grudge on Rokurouta, and Gisuke Sasaki, a doctor who takes pleasure in violating boys. Facing such hellish conditions, the seven inmates must scrape together all the strength they have to survive until their sentences are up; but even if they do, just what kind of lives are waiting for them on the other side?"
44087,Gintama: The Semi-Final,"Action, Comedy",Special,2.0,Finished Airing,2021-01-15T00:00:00+00:00,2021-01-20T00:00:00+00:00,24 min per ep,8.46,43996.0,159.0,PG-13 - Teens 13 or older,Bandai Namco Pictures,,https://cdn.myanimelist.net/images/anime/1694/110521l.jpg,,"As the war temporarily calms down and Edo rebuilds, Gintoki finds Shinpachi—who is still unaware of his return—on a bridge. However, as a fight quickly breaks out between the Yorozuya and the Tenshouin Naraku, suspicion grows, forcing Gintoki to use what is nearest—a loincloth—to mask his identity. Saved for the time being, Gintoki enters the Yorozuya office, but unbeknownst to him, someone else is already waiting there...

Meanwhile, Kondou departs Earth to marry Princess Bubbles in an attempt to improve diplomatic relations. After boarding the Gorilla Amanto mother ship, he realizes that he doesn't speak their language. Confused, Kondou tries conversing with them, only to inadvertently gain their support. However, someone associated with the princess crashes the ongoing ceremony. Will the wedding continue, or has Kondou just been saved from becoming the next Gorilla Prince?"
392,Yu Yu Hakusho: Ghost Files,"Action, Supernatural",TV,112.0,Finished Airing,1992-10-10T00:00:00+00:00,1995-01-07T00:00:00+00:00,23 min per ep,8.46,347404.0,161.0,PG-13 - Teens 13 or older,Pierrot,"Yomiko Advertising, Fuji TV",https://cdn.myanimelist.net/images/anime/1228/111372l.jpg,https://www.youtube.com/watch?v=ZJEv4d2TYQ4,"One fateful day, Yuusuke Urameshi, a 14-year-old delinquent with a dim future, gets a miraculous chance to turn it all around when he throws himself in front of a moving car to save a young boy. His ultimate sacrifice is so out of character that the authorities of the spirit realm are not yet prepared to let him pass on. Koenma, heir to the throne of the spirit realm, offers Yuusuke an opportunity to regain his life through completion of a series of tasks. With the guidance of the death god Botan, he is to thwart evil presences on Earth as a Spirit Detective.

To help him on his venture, Yuusuke enlists ex-rival Kazuma Kuwabara, and two demons, Hiei and Kurama, who have criminal pasts. Together, they train and battle against enemies who would threaten humanity's very existence."
50265,Spy x Family,"Action, Award Winning, Comedy",TV,12.0,Finished Airing,2022-04-09T00:00:00+00:00,2022-06-25T00:00:00+00:00,24 min per ep,8.46,1076628.0,160.0,PG-13 - Teens 13 or older,"Wit Studio, CloverWorks","TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Shueisha",https://cdn.myanimelist.net/images/anime/1441/122795l.jpg,https://www.youtube.com/watch?v=ofXigq9aIpo,"Corrupt politicians, frenzied nationalists, and other warmongering forces constantly jeopardize the thin veneer of peace between neighboring countries Ostania and Westalis. In spite of their plots, renowned spy and master of disguise ""Twilight"" fulfills dangerous missions one after another in the hope that no child will have to experience the horrors of war.

In the bustling Ostanian city of Berlint, Twilight dons the alias of ""Loid Forger,"" an esteemed psychiatrist. However, his true intention is to gather intelligence on prominent politician Donovan Desmond, who only appears rarely in public at his sons' school: the prestigious Eden Academy. Enlisting the help of unmarried city hall clerk Yor Briar to act as his wife and adopting the curious six-year-old orphan Anya as his daughter, Loid enacts his master plan. He will enroll Anya in Eden Academy, where Loid hopes she will excel and give him the opportunity to meet Donovan without arousing suspicion. 

Unfortunately for Loid, even a man of his talents has trouble playing the figure of a loving father and husband. And just like Loid is hiding his true identity, Yor—who is an underground assassin known as ""Thorn Princess""—and Anya—an esper who can read people's minds—have no plans to disclose their own secrets either. Although this picture-perfect family is founded on deception, the Forgers gradually come to understand that the love they share for one another trumps all else."
37379,Chihayafuru 3,"Drama, Sports",TV,24.0,Finished Airing,2019-10-23T00:00:00+00:00,2020-03-25T00:00:00+00:00,22 min per ep,8.46,67901.0,158.0,PG-13 - Teens 13 or older,Madhouse,"Kodansha, Nippon Television Network, TC Entertainment, Nippon Television Music, FBC",https://cdn.myanimelist.net/images/anime/1898/110709l.jpg,https://www.youtube.com/watch?v=yEflqf1U9lA,"Winning the high school team tournament was a great accomplishment for the Mizusawa members. Each of them has made great strides in improving themselves, and the victory symbolizes how far they have come. But after accomplishing one goal, their individual aims are within reach. Chihaya Ayase has her sights set on Shinobu Wakamiya and the title of Queen, and now that Taichi Mashima has made it into Class A, he can finally compete against Arata Wataya. Everyone in Mizusawa wants to get better, and there is no telling what the future holds if they keep trying."
35737,Pluto,"Action, Mystery, Sci-Fi, Suspense",ONA,8.0,Finished Airing,2023-10-26T00:00:00+00:00,,1 hr 1 min per ep,8.45,94989.0,168.0,PG-13 - Teens 13 or older,Studio M2,"Genco, Tezuka Productions, Netflix, NetEase",https://cdn.myanimelist.net/images/anime/1021/138568l.jpg,https://www.youtube.com/watch?v=KHSt5U0l3Wc,"Gesicht, an android police detective of Europol, is tasked with finding the murderer of Montblanc, a retired war hero robot. Although it appears that only a robot could have committed this crime, the murder of a renowned robot rights activist casts doubts on the criminal's identity. Indeed, outside of an isolated and unexplained incident that occurred eight years ago, robots are programmed to be unable to kill human beings. However, the lack of human evidence on the crime scene and the similarity of modus operandi lead Gesicht to suspect that the two murderers might be the same being—be they man or robot.

Shortly after Montblanc's passing, another retired elite war robot is mysteriously eliminated. Gesicht notices a pattern in the choice of murder victim: both dead robots belonged to a group of the seven most powerful war machines ever designed. Determined to stop the murderer from eliminating the five remaining veterans, Gesicht seeks help from Atom, a cutting-edge android who resembles a human boy. The duo must now hunt down the rogue killer before the series of murders is carried on, lest the very fabric of society suffer irremediable damage."
31181,Owarimonogatari,"Comedy, Mystery, Supernatural",TV,12.0,Finished Airing,2015-10-04T00:00:00+00:00,2015-12-20T00:00:00+00:00,26 min per ep,8.45,245260.0,167.0,R - 17+ (violence & profanity),Shaft,Aniplex,https://cdn.myanimelist.net/images/anime/8/76479l.jpg,https://www.youtube.com/watch?v=TOlWzlNk0nw,"A peculiar transfer student named Ougi Oshino has just arrived at Naoetsu Private High School. She is quickly introduced to senior student Koyomi Araragi by their mutual friend Kanbaru Suruga, in hopes of obtaining advice regarding a strange discovery she has made. After taking a look at the school's layout, Ougi notices that a classroom has appeared in an otherwise empty area—a place that should not exist. 

Unsure if this is the work of an apparition, Araragi and Ougi attempt to unravel the truth behind this enigma. But Araragi soon discovers, after finding himself locked in with Ougi, that the room holds the memory of an event he had long since forgotten."
11577,Steins;Gate: The Movie - Load Region of Déjà Vu,"Drama, Sci-Fi",Movie,1.0,Finished Airing,2013-04-20T00:00:00+00:00,,1 hr 30 min,8.45,371195.0,172.0,PG-13 - Teens 13 or older,White Fox,"Frontier Works, Media Factory, Movic, AT-X, Kadokawa Pictures Japan, MAGES., Cinema Sunshine",https://cdn.myanimelist.net/images/anime/1611/112806l.jpg,https://www.youtube.com/watch?v=rDsCNz3pWUg,"After a year in America, Kurisu Makise returns to Akihabara and reunites with Rintarou Okabe. However, their reunion is cut short when Okabe begins to experience recurring flashes of other timelines as the consequences of his time traveling start to manifest. These side effects eventually culminate in Okabe suddenly vanishing from the world, and only the startled Kurisu has any memory of his existence.

In the midst of despair, Kurisu is faced with a truly arduous choice that will test both her duty as a scientist and her loyalty as a friend: follow Okabe's advice and stay away from traveling through time to avoid the potential consequences it may have on the world lines, or ignore it to rescue the person that she cherishes most. Regardless of her decision, the path she chooses is one that will affect the past, the present, and the future."
36649,Banana Fish,"Action, Adventure, Drama, Suspense",TV,24.0,Finished Airing,2018-07-06T00:00:00+00:00,2018-12-21T00:00:00+00:00,22 min per ep,8.45,397130.0,169.0,R - 17+ (violence & profanity),MAPPA,"Aniplex, Dentsu, Movic, Fuji TV, Shogakukan",https://cdn.myanimelist.net/images/anime/1190/93472l.jpg,https://www.youtube.com/watch?v=YUGS9j6pcV4,"Aslan Jade Callenreese, known as Ash Lynx, was a runaway picked off the streets of New York City and raised by the infamous godfather of the mafia, Dino Golzine. Now 17 years old and the boss of his own gang, Ash begins investigating the mysterious ""Banana Fish""—the same two words his older brother, Griffin, has muttered since his return from the Iraq War. However, his inquiries are hindered when Dino sends his men after Ash at an underground bar he uses as a hideout.

At the bar, Skip, Ash's friend, introduces him to Shunichi Ibe and his assistant, Eiji Okumura, who are Japanese photographers reporting on American street gangs. However, their conversation is interrupted when Shorter Wong, one of Ash's allies, calls to warn him about Dino. Soon, Dino's men storm the bar, and in the ensuing chaos kidnap Skip and Eiji. Now, Ash must find a way to rescue them and continue his investigation into Banana Fish, but will his history with the mafia prevent him from succeeding?"
44511,Chainsaw Man,"Action, Fantasy",TV,12.0,Finished Airing,2022-10-12T00:00:00+00:00,2022-12-28T00:00:00+00:00,24 min per ep,8.45,996100.0,170.0,R - 17+ (violence & profanity),MAPPA,dugout,https://cdn.myanimelist.net/images/anime/1806/126216l.jpg,https://www.youtube.com/watch?v=q15CRdE5Bv0,"Denji is robbed of a normal teenage life, left with nothing but his deadbeat father's overwhelming debt. His only companion is his pet, the chainsaw devil Pochita, with whom he slays devils for money that inevitably ends up in the yakuza's pockets. All Denji can do is dream of a good, simple life: one with delicious food and a beautiful girlfriend by his side. But an act of greedy betrayal by the yakuza leads to Denji's brutal, untimely death, crushing all hope of him ever achieving happiness.

Remarkably, an old contract allows Pochita to merge with the deceased Denji and bestow devil powers on him, changing him into a hybrid able to transform his body parts into chainsaws. Because Denji's new abilities pose a significant risk to society, the Public Safety Bureau's elite devil hunter Makima takes him in, letting him live as long as he obeys her command. Guided by the promise of a content life alongside an attractive woman, Denji devotes everything and fights with all his might to make his naive dreams a reality."
51039,Doupo Cangqiong: Nian Fan,"Action, Adventure, Fantasy",ONA,157.0,Currently Airing,2022-07-31T00:00:00+00:00,,24 min per ep,8.45,3592.0,171.0,PG-13 - Teens 13 or older,Motion Magic,"Tencent Video, China Literature Limited, Wanda Media",https://cdn.myanimelist.net/images/anime/1419/126374l.jpg,,Fifth 
60988,Heaven Official's Blessing Short Film,"Action, Adventure, Drama, Fantasy",ONA,,Currently Airing,2025-02-12T00:00:00+00:00,,8 min,8.44,1460.0,173.0,PG-13 - Teens 13 or older,,bilibili,https://cdn.myanimelist.net/images/anime/1174/149943l.jpg,,"A short film celebrating the fourth anniversary of the donghua's releases, highlighting Hua Cheng's and X"
60988,Heaven Official's Blessing Short Film,"Action, Adventure, Drama, Fantasy",ONA,,Currently Airing,2025-02-12T00:00:00+00:00,,8 min,8.44,1460.0,173.0,PG-13 - Teens 13 or older,,bilibili,https://cdn.myanimelist.net/images/anime/1174/149943l.jpg,,"A short film celebrating the fourth anniversary of the donghua's releases, highlighting Hua Cheng's and X"
26055,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,"Action, Adventure",TV,24.0,Finished Airing,2015-01-10T00:00:00+00:00,2015-06-20T00:00:00+00:00,23 min per ep,8.44,840899.0,174.0,R - 17+ (violence & profanity),David Production,"Yomiko Advertising, Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha",https://cdn.myanimelist.net/images/anime/11/75045l.jpg,https://www.youtube.com/watch?v=JA48VBSl4nc,"Joutarou Kuujou and his allies have finally made it to Egypt, where the immortal Dio awaits. Upon their arrival, the group gains a new comrade: Iggy, a mutt who wields the Stand ""The Fool."" It's not all good news however, as standing in their path is a new group of Stand users who serve Dio, each with a Stand representative of an ancient Egyptian god. As their final battle approaches, it is a race against time to break Joutarou's mother free from her curse and end Dio's reign of terror over the Joestar family once and for all."
37105,Grand Blue Dreaming,Comedy,TV,12.0,Finished Airing,2018-07-14T00:00:00+00:00,2018-09-29T00:00:00+00:00,24 min per ep,8.44,448365.0,175.0,PG-13 - Teens 13 or older,Zero-G,"Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, Q-Tec, JR East Marketing & Communications, GYAO!",https://cdn.myanimelist.net/images/anime/1302/94882l.jpg,https://www.youtube.com/watch?v=m-nN3SlHwZk,"Iori Kitahara moves to the coastal town of Izu for his freshman year at its university, taking residence above Grand Blue, his uncle's scuba diving shop. Iori has high hopes and dreams about having the ideal college experience, but when he enters the shop he is sucked into the alcoholic activities of the carefree members of the Diving Club who frequent the place. Persuaded by upperclassmen Shinji Tokita and Ryuujirou Kotobuki, Iori reluctantly joins their bizarre party. His cousin Chisa Kotegawa later walks in and catches him in the act, earning Iori her utter disdain.

Based on Kenji Inoue and Kimitake Yoshioka's popular comedy manga, Grand Blue follows Iori's misadventures with his eccentric new friends as he strives to realize his ideal college dream, while also learning how to scuba dive."
20583,Haikyu!!,Sports,TV,25.0,Finished Airing,2014-04-06T00:00:00+00:00,2014-09-21T00:00:00+00:00,24 min per ep,8.44,1296852.0,176.0,PG-13 - Teens 13 or older,Production I.G,"Dentsu, Mainichi Broadcasting System, Movic, TOHO animation, Shueisha, Spacey Music Entertainment",https://cdn.myanimelist.net/images/anime/7/76014l.jpg,https://www.youtube.com/watch?v=JOGp2c7-cKc,"Ever since having witnessed the ""Little Giant"" and his astonishing skills on the volleyball court, Shouyou Hinata has been bewitched by the dynamic nature of the sport. Even though his attempt to make his debut as a volleyball regular during a middle school tournament went up in flames, he longs to prove that his less-than-impressive height ceases to be a hindrance in the face of his sheer will and perseverance.

When Hinata enrolls in Karasuno High School, the Little Giant's alma mater, he believes that he is one step closer to his goal of becoming a professional volleyball player. Although the school only retains a shadow of its former glory, Hinata's conviction isn't shaken until he learns that Tobio Kageyama—the prodigy who humiliated Hinata's middle school volleyball team in a crushing defeat—is now his teammate.

To fulfill his desire of leaving a mark on the realm of volleyball—so often regarded as the domain of the tall and the strong—Hinata must smooth out his differences with Kageyama. Only when Hinata learns what it takes to be a part of a team will he be able to join the race to the top in earnest."
36999,Zoku Owarimonogatari,"Comedy, Mystery, Supernatural",TV,6.0,Finished Airing,2019-05-19T00:00:00+00:00,2019-06-23T00:00:00+00:00,28 min per ep,8.43,116620.0,180.0,R - 17+ (violence & profanity),Shaft,"Aniplex, Kodansha",https://cdn.myanimelist.net/images/anime/1022/96168l.jpg,https://www.youtube.com/watch?v=1MXkeC3IKDk,"Graduation day is finally here, marking the end of Koyomi Araragi's eccentric high school life full of peculiar relationships with otherworldly beings.

However, Araragi is unexpectedly absorbed into his own bathroom mirror and trapped inside a bizarre world where everything he knows is completely reversed—the haughty Karen Araragi is shorter than usual, poker-faced Yotsugi Ononoki is brimming with emotion, and cute ghost girl Mayoi Hachikuji is a grown woman! But not everything is as it seems.

Zoku Owarimonogatari details the story of Araragi's endeavors in this new world as he struggles to return to his home and understand the nature of this bizarre dimension."
49722,Teasing Master Takagi-san: The Movie,Romance,Movie,1.0,Finished Airing,2022-06-10T00:00:00+00:00,,1 hr 13 min,8.43,39522.0,181.0,PG-13 - Teens 13 or older,Shin-Ei Animation,TOHO animation,https://cdn.myanimelist.net/images/anime/1376/123398l.jpg,https://www.youtube.com/watch?v=PesTvkh1nh4,"Takagi and Nishikata's final summer in junior high is about to begin, and it's already off to a heartwarming start! When the pair find an abandoned kitten, they decide to work together and take care of their adorable new companion until they can locate its missing mother.

"
50330,Bungo Stray Dogs 4,"Action, Mystery",TV,13.0,Finished Airing,2023-01-04T00:00:00+00:00,2023-03-29T00:00:00+00:00,23 min per ep,8.43,134190.0,177.0,R - 17+ (violence & profanity),Bones,"WOWOW, Lantis, Movic, Glovision, Crunchyroll, Kadokawa, Sony Music Solutions, Bandai Namco Music Live",https://cdn.myanimelist.net/images/anime/1263/132759l.jpg,https://www.youtube.com/watch?v=z9ZhVooqA-Y,"No longer concerned with military affairs, Yukichi Fukuzawa intends to act as a lone bodyguard-for-hire, making use of his deadly swordsmanship. However, things are not going as planned for his freelance business, and that is when he crosses paths with a mouthy boy named Ranpo Edogawa. While their initial interactions are intertwined with a bizarre murder mystery, the aftermath prompts the formation of the Armed Detective Agency.

Presently, Ranpo finds himself chasing down a gifted individual with the dangerous ability to execute the perfect crime. But as the great detective unravels the case, he soon discovers an elaborate plot to obliterate the Agency in its entirety.

Although forewarned of the trap, the Agency continue their pursuit of the criminals, only to end up framed for the crime themselves. Now branded as wanted terrorists, the remaining members must find a way to prove their innocence—even if they must turn to sworn enemies for assistance."
136,Hunter x Hunter,"Action, Adventure, Fantasy",TV,62.0,Finished Airing,1999-10-16T00:00:00+00:00,2001-03-31T00:00:00+00:00,23 min per ep,8.43,303761.0,179.0,PG-13 - Teens 13 or older,Nippon Animation,Fuji TV,https://cdn.myanimelist.net/images/anime/1305/132237l.jpg,,"Hunters are specialized in a wide variety of fields, ranging from treasure hunting to cooking. They have access to otherwise unavailable funds and information that allow them to pursue their dreams and interests. However, being a hunter is a special privilege, only attained by taking a deadly exam with an extremely low success rate.

Gon Freecss, a 12-year-old boy with the hope of finding his missing father, sets out on a quest to take the Hunter Exam. Along the way, he picks up three companions who also aim to take the dangerous test: the revenge-seeking Kurapika, aspiring doctor Leorio Paladiknight, and a mischievous child the same age as Gon, Killua Zoldyck.

As the four aspiring hunters embark on a perilous adventure, they fight for their dreams while defying the odds."
38000,Demon Slayer: Kimetsu no Yaiba,"Action, Award Winning, Supernatural",TV,26.0,Finished Airing,2019-04-06T00:00:00+00:00,2019-09-28T00:00:00+00:00,23 min per ep,8.43,2241639.0,182.0,R - 17+ (violence & profanity),ufotable,"Aniplex, Studio Mausu, Shueisha",https://cdn.myanimelist.net/images/anime/1286/99889l.jpg,https://www.youtube.com/watch?v=6vMuWuWlW4I,"Ever since the death of his father, the burden of supporting the family has fallen upon Tanjirou Kamado's shoulders. Though living impoverished on a remote mountain, the Kamado family are able to enjoy a relatively peaceful and happy life. One day, Tanjirou decides to go down to the local village to make a little money selling charcoal. On his way back, night falls, forcing Tanjirou to take shelter in the house of a strange man, who warns him of the existence of flesh-eating demons that lurk in the woods at night.

When he finally arrives back home the next day, he is met with a horrifying sight—his whole family has been slaughtered. Worse still, the sole survivor is his sister Nezuko, who has been turned into a bloodthirsty demon. Consumed by rage and hatred, Tanjirou swears to avenge his family and stay by his only remaining sibling. Alongside the mysterious group calling themselves the Demon Slayer Corps, Tanjirou will do whatever it takes to slay the demons and protect the remnants of his beloved sister's humanity."
40059,Golden Kamuy Season 3,"Action, Adventure",TV,12.0,Finished Airing,2020-10-05T00:00:00+00:00,2020-12-21T00:00:00+00:00,23 min per ep,8.43,91791.0,178.0,R - 17+ (violence & profanity),Geno Studio,"Magic Capsule, NBCUniversal Entertainment Japan, Twin Engine",https://cdn.myanimelist.net/images/anime/1763/108108l.jpg,https://www.youtube.com/watch?v=kleb6Uh_vUc,"After obtaining information about Asirpa from the foreteller Inkarmat, Saichi ""The Immortal"" Sugimoto, Genjirou Tanigaki, and Cikapasi join the Seventh Division's Otonoshin Koito and Hajime Tsukishima on a journey to Karafuto. Heading further north into the freezing Russian territory, they collect any clues about Asirpa's whereabouts they can find and rush after her.

Meanwhile, Asirpa is unaware of what truly transpired at Abashiri Prison. Deeply disturbed and confused by her father Wilk's past actions, Asirpa follows his old friend Kiroranke to the place where Wilk was born and raised in order to better understand his motives. However, Kiroranke and the master sniper Hyakunosuke Ogata are scheming behind her back.

Even if they were to obtain all 24 tattooed skins that form a map to the lost Ainu gold, the various factions searching for it now understand that the map is useless without Asirpa. Realizing the danger she could be in, Sugimoto desperately hopes to reach Asirpa first and protect her from the greedy clutches of those who plan to drag her into their sins."
55888,Mushoku Tensei: Jobless Reincarnation Season 2 Part 2,"Adventure, Drama, Fantasy, Ecchi",TV,12.0,Finished Airing,2024-04-08T00:00:00+00:00,2024-07-01T00:00:00+00:00,23 min per ep,8.42,278075.0,186.0,R - 17+ (violence & profanity),Studio Bind,"Frontier Works, TOHO animation, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE Entertainment",https://cdn.myanimelist.net/images/anime/1876/141251l.jpg,https://www.youtube.com/watch?v=L5broLUI1m4,"Following the faceless god Hitogami's advice seems to have worked wonders for Rudeus Greyrat. After enrolling into the University of Magic as he was told, Rudeus reunites with his childhood friend Sylphiette, who put a valiant effort into curing his condition. The two grow ever closer together and decide to host a wedding party, inviting the friends they have made over the years to announce and formalize their relationship.

For all his recent blessings, however, Rudeus' troubles are far from over. The research he is helping Shizuka Nanahoshi conduct hits a bottleneck, sending her into a deep slump much like he experienced in his previous life. Furthermore, a letter from his father, Paul, brings complications to Rudeus' relationships, and Sylphiette still knows next to nothing about his real background. In the face of these issues, Rudeus will have to apply the lessons he has learned in this new world to navigate through the challenges that come with living a life to its fullest."
24687,Mushi-shi Path of Thorns,"Adventure, Mystery, Slice of Life, Supernatural",TV Special,1.0,Finished Airing,2014-08-20T00:00:00+00:00,,47 min,8.42,52496.0,185.0,PG-13 - Teens 13 or older,Artland,"Aniplex, Kodansha, Delfi Sound",https://cdn.myanimelist.net/images/anime/8/63539l.jpg,,"Mysterious, unknowable creatures alien to the laws of nature—known only to some and feared by others—""Mushi"" lie behind many of life's strange phenomena.

Long ago, a Mushi of terrifying power threatened to extinguish all life. The Minai clan of Mushishi were born from those who stopped this malevolent force, their members bound by duty to serve as retainers to the Karibusa family, within whom the Mushi remains sealed. The Mushishi Ginko is given a job request from Tanyuu Karibusa: oversee the work of the head of the Minai clan, Kumado Minai, in investigating an abandoned village where dead wood and even houses spring back to life as flourishing plants.

Though the Minai clan are oddly ruthless among Mushishi, even more peculiar is their widespread dull character, with little appreciation for beauty or sentiment. Tanyuu believes there is more to this trend than meets the eye. Ginko aims to answer her curiosity as he follows Kumado into a ""Path of Thorns,"" a place where Mushi flow from their own strange sources into the world of the living. Rare and deadly varieties of Mushi lurk in these depths, along with the secret nature of the Minai clan's resolve to their ancient task."
36538,Natsume's Book of Friends Movie: Ephemeral Bond,"Slice of Life, Supernatural",Movie,1.0,Finished Airing,2018-09-29T00:00:00+00:00,,1 hr 44 min,8.42,29298.0,187.0,PG-13 - Teens 13 or older,Shuka,Aniplex,https://cdn.myanimelist.net/images/anime/1250/94846l.jpg,https://www.youtube.com/watch?v=urtKQZmyxQE,"Takashi Natsume and his spirit companion Madara, nicknamed ""Nyanko,"" continue returning the names of spirits from the Book of Friends given by his late grandmother Reiko Natsume.

On his way back from school one day, Takashi encounters a lurking spirit named Monmonbou, who recalls memories of Takashi's grandmother after hearing his name. Takashi's natural curiosity leads him to explore a mysterious town where his grandmother used to live. Befriending her old acquaintance Yorie Tsumura and Yorie's son Mukuo, Takashi unveils more of his grandmother's past.

In the meantime, Nyanko detours for food and stumbles upon a suspicious ""Spirit Seed,"" which miraculously sprouts into a fruit tree overnight. Giving in to temptation, Nyanko consumes the fruit, splitting him into three. Seeking a solution to Nyanko's predicament, Takashi and his friends lend a hand, unexpectedly uncovering more secrets the town holds in the process."
42203,Re:ZERO -Starting Life in Another World- Season 2 Part 2,"Drama, Fantasy, Suspense",TV,12.0,Finished Airing,2021-01-06T00:00:00+00:00,2021-03-24T00:00:00+00:00,29 min per ep,8.42,588515.0,188.0,R - 17+ (violence & profanity),White Fox,"AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa",https://cdn.myanimelist.net/images/anime/1724/117421l.jpg,https://www.youtube.com/watch?v=cG68UqKqYq0,"After a stern yet compelling speech by Otto Suwen, Subaru Natsuki solemnly swears that he will successfully make it through this timeline and save everyone he can along the way. The first step toward achieving this goal is to help Emilia work through her past; however, that is easier said than done. Feeling as if she has been lied to by everyone around her, it will be difficult for Emilia to trust anyone, even Subaru, her self-proclaimed knight.

Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2 presents the culmination of Subaru's experiences with the Sanctuary and its people, along with his unwillingness to give up hope on saving them."
38889,Kono Oto Tomare!: Sounds of Life Season 2,Drama,TV,13.0,Finished Airing,2019-10-06T00:00:00+00:00,2019-12-29T00:00:00+00:00,23 min per ep,8.42,102409.0,183.0,PG-13 - Teens 13 or older,Platinum Vision,"WOWOW, Movic, KlockWorx, Memory-Tech, King Records, Shueisha, Pony Canyon Enterprises",https://cdn.myanimelist.net/images/anime/1422/111621l.jpg,https://www.youtube.com/watch?v=VdjmAF5dYjU,"The Tokise High School Koto Club has courageously pushed through their fractured and unsynchronized performance at the Kanto Region Traditional Japanese Music Festival. Club members Chika Kudou, Satowa Houzuki, Takezou Kurata, Hiro Kurusu, Kouta Mizuhara, Saneyasu Adachi, and Michitaka Sakai are devastated to learn the negative results of their performance, leaving them crushed. Nonetheless, the group recognizes their potential and enthusiastically agree to collectively sharpen their skills, improve their flaws, and develop higher caliber playing to succeed in the upcoming national qualifiers in winter.

With the help of their now willing club advisor Suzuka Takinami, the group's goal gradually becomes achievable as they begin to grasp the foundations of good music and refine their koto-playing abilities, with the suggestion of performing more often to gain what they lack most—experience.

However, as their journey to nationals is underway, the koto club members face challenges that obstruct their focus and progress. Not only does the threat of other powerhouse schools and musicians remain, but the high school issues of budding romance and soon-to-be-graduating seniors also begin to push the limits of the determined group of teenagers and the future of the koto club."
21899,Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Comedy, Sci-Fi",Movie,2.0,Finished Airing,2012-08-26T00:00:00+00:00,,1 hr 36 min per ep,8.42,17872.0,189.0,PG-13 - Teens 13 or older,Sunrise,,https://cdn.myanimelist.net/images/anime/1172/90571l.jpg,,"Demonic Vice-Commander of the Shinsengumi, Toushirou Hijikata, acquires a cursed sword—one which completely rewrites his personality, morphing him from a hard-boiled, no-nonsense cop into a hopeless otaku. As he struggles to break the curse, an ambitious new member of the police force, Itou Kamotarou, seizes the opportunity to depose Hijikata in his bid for power within the organization. However, Itou's scheme is revealed to be more devious than anyone imagined, and the very existence of the Shinsengumi is thrown into peril.

In another time and place, the Yorozuya squad is suddenly greeted by a potential new recruit. Before them is a mysterious young woman named Pirako Doromizu who hides a penchant for extreme violence behind her smiling, enthusiastic exterior. However, unbeknownst to Gintoki and the others, Pirako has strong ties to one of the ruling figures of the Kabuki district of Edo, and her arrival sets off a chain reaction that throws the inhabitants of the district into a civil war."
